epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
79,0.6005100011825562,0.6617856621742249,0.5967348217964172,0.6644800901412964
80,0.6007388234138489,0.661695659160614,0.5962467789649963,0.6642599105834961
81,0.601269543170929,0.6615248918533325,0.5952218174934387,0.664374053478241
82,0.6009645462036133,0.6614728569984436,0.5953194499015808,0.6643944382667542
83,0.6015623807907104,0.661331057548523,0.5954902768135071,0.6643713712692261
84,0.6021053791046143,0.6612678170204163,0.5950266122817993,0.6642909049987793
85,0.6019284725189209,0.6612499356269836,0.5957831144332886,0.6643510460853577
86,0.6021968722343445,0.6611618995666504,0.5950509905815125,0.6640812754631042
87,0.6022670269012451,0.6610471606254578,0.5960027575492859,0.6640996336936951
88,0.602291464805603,0.6611120104789734,0.5953682661056519,0.6641689538955688
89,0.6029899716377258,0.6608642935752869,0.5950998067855835,0.6639694571495056
90,0.6027947664260864,0.6608439087867737,0.5959539413452148,0.663966953754425
91,0.6029533743858337,0.660818338394165,0.5956854820251465,0.6637043356895447
92,0.6027886867523193,0.6607199311256409,0.5963687896728516,0.6638776659965515
93,0.6033346652984619,0.6606268882751465,0.595441460609436,0.6639882326126099
94,0.6027123928070068,0.6606510281562805,0.5968080163002014,0.6639023423194885
95,0.6031302809715271,0.6605414152145386,0.5965396165847778,0.6638512015342712
96,0.6028435826301575,0.6604832410812378,0.5976865887641907,0.6635332107543945
97,0.6033560037612915,0.6603849530220032,0.5981990098953247,0.6636234521865845
98,0.6035695672035217,0.6603990197181702,0.5977109670639038,0.6636795401573181
99,0.6037708520889282,0.660220205783844,0.5980281829833984,0.6637444496154785
100,0.6033804416656494,0.6602070331573486,0.5962955951690674,0.6638449430465698
101,0.6034353375434875,0.6601442694664001,0.5986139178276062,0.6633720397949219
102,0.6036519408226013,0.6600050926208496,0.5975645184516907,0.6636427640914917
103,0.6033987402915955,0.6599212288856506,0.5980769991874695,0.6635735034942627
104,0.6036519408226013,0.659928560256958,0.5971741080284119,0.6633651256561279
105,0.6036122441291809,0.6598681807518005,0.5991019606590271,0.6633877158164978
106,0.6035146713256836,0.6597083806991577,0.5981014370918274,0.6631971597671509
107,0.6039935350418091,0.6595597863197327,0.5991995930671692,0.6631088852882385
108,0.6044023036956787,0.6594703197479248,0.5986139178276062,0.6630128622055054
109,0.6040942072868347,0.6593808531761169,0.5991019606590271,0.6629936099052429
110,0.6045304536819458,0.6593074798583984,0.5986382961273193,0.6627949476242065
111,0.6042559146881104,0.6592302322387695,0.5995656251907349,0.662835955619812
112,0.6037251353263855,0.6592133641242981,0.5997364521026611,0.6629853248596191
113,0.6047561764717102,0.6590856909751892,0.599053144454956,0.6626024842262268
114,0.6047897338867188,0.6590223908424377,0.6002733111381531,0.6627872586250305
115,0.6047195196151733,0.6588475108146667,0.5991263389587402,0.6626371145248413
116,0.6047226190567017,0.6587632894515991,0.6004441380500793,0.6626167893409729
117,0.6050062775611877,0.6586868762969971,0.5997852683067322,0.662310779094696
118,0.6056072115898132,0.658527135848999,0.6002733111381531,0.6622284650802612
119,0.6058756709098816,0.6583251357078552,0.5998584628105164,0.6621483564376831
120,0.6057658195495605,0.6582868695259094,0.6003221273422241,0.662342369556427
121,0.6062752604484558,0.6580989360809326,0.6006149649620056,0.6621153950691223
122,0.6064948439598083,0.6579694747924805,0.6016643047332764,0.6618288159370422
123,0.6067236661911011,0.6578922271728516,0.6013714671134949,0.6619124412536621
124,0.6065467000007629,0.6578357219696045,0.6021279692649841,0.6619322896003723
125,0.6066992282867432,0.6577692627906799,0.602103590965271,0.6619166135787964
126,0.6069676876068115,0.657788872718811,0.6025916337966919,0.6618841290473938
127,0.6069554686546326,0.6575594544410706,0.6018839478492737,0.6618079543113708
128,0.6070042848587036,0.6575948596000671,0.6023719906806946,0.6620213985443115
129,0.6071568131446838,0.657547652721405,0.6015911102294922,0.6620933413505554
130,0.6073154211044312,0.6575016379356384,0.6016399264335632,0.6621163487434387
131,0.6076112985610962,0.6574295163154602,0.6018595099449158,0.6620307564735413
132,0.6076174378395081,0.6573445796966553,0.6030309200286865,0.661922037601471
133,0.6075411438941956,0.6573705673217773,0.6018839478492737,0.661938488483429
134,0.6078126430511475,0.6572385430335999,0.6027136445045471,0.6618406176567078
135,0.6075441837310791,0.6572542190551758,0.6014202833175659,0.6621858477592468
136,0.6077821254730225,0.6572299599647522,0.6019815802574158,0.6616823077201843
137,0.6078858375549316,0.6571600437164307,0.6024940013885498,0.6618695259094238
138,0.6080902218818665,0.6570249199867249,0.6024451851844788,0.6617205142974854
139,0.6081939339637756,0.6570452451705933,0.602103590965271,0.6618170142173767
140,0.6080414056777954,0.6570602059364319,0.6019327640533447,0.6620797514915466
141,0.6083647608757019,0.6569232940673828,0.6017863154411316,0.6619347333908081
142,0.6082701683044434,0.6569395065307617,0.6019815802574158,0.6617562174797058
143,0.6083281636238098,0.6568697094917297,0.6033969521522522,0.6617559790611267
144,0.6084043979644775,0.656778872013092,0.6003465056419373,0.6621228456497192
145,0.6079621315002441,0.6569209098815918,0.6016154885292053,0.6619606614112854
146,0.6082946062088013,0.6566916108131409,0.6011274456977844,0.6617268323898315
147,0.6083738803863525,0.6566504836082458,0.601469099521637,0.6616597771644592
148,0.6086240410804749,0.6566117405891418,0.602030336856842,0.6617742776870728
149,0.6084409952163696,0.6564772725105286,0.6023964285850525,0.6617883443832397
